gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,postcode,state,property_valuation,age,month,Age_class,N_transactions,online_orders,approved_orders,avg_price,avg_cost,profit,lastest_purchase_days_ago,Giant_Bicycles,Norco_Bicycles,OHM_Bicycles,Solex,Trek_Bicycles,WeareA2B,Mountain,Road,Standard,Touring,high_class,low_class,medium_class,large_size,medium_size,small_size,earliest_purchase_days_ago,profit_class,frequency,recency,fav_brand
Male,70.0,Operator,Manufacturing,Mass Customer,0.0,1.0,13.0,3796.0,VIC,8.0,33.0,12.0,1,6,3,6,1496.5,965.395,3186.63,17,0,2,2,0,1,1,0,2,4,0,3,0,3,1,3,2,201,Gold,3,4,Norco_Bicycles
Female,27.0,Marketing Assistant,Retail,High Net Worth,0.0,1.0,5.0,3064.0,VIC,3.0,58.0,8.0,3,8,4,8,783.0912500000001,383.0725,3200.1500000000005,20,1,0,2,1,3,1,1,1,6,0,2,2,4,1,6,1,320,Gold,5,4,Trek_Bicycles
Female,67.0,Chief Design Engineer,Manufacturing,Affluent Customer,0.0,0.0,12.0,3197.0,VIC,10.0,62.0,4.0,4,9,6,9,853.0566666666667,608.6,2200.11,27,0,0,3,1,3,2,1,3,5,0,2,3,4,0,7,2,329,Silver,5,4,OHM_Bicycles
Female,72.0,Environmental Specialist,Manufacturing,Mass Customer,0.0,1.0,10.0,3064.0,VIC,7.0,44.0,6.0,2,4,3,4,953.46,413.7825,2158.71,11,2,0,0,0,2,0,1,1,2,0,0,2,2,0,4,0,338,Silver,1,5,Giant_Bicycles
Female,26.0,Automation Specialist II,Entertainment,Mass Customer,0.0,1.0,14.0,2232.0,NSW,10.0,47.0,2.0,2,4,1,4,1444.9875,753.4200000000001,2766.2700000000004,80,1,1,0,0,1,1,0,1,3,0,1,0,3,1,2,1,219,Gold,1,2,Giant_Bicycles
Female,21.0,Programmer III,Retail,Affluent Customer,0.0,1.0,18.0,2365.0,NSW,2.0,51.0,5.0,3,7,2,7,1325.1528571428573,806.2700000000001,3632.18,9,2,2,0,1,0,2,0,1,6,0,3,0,4,2,3,2,356,Platinum,4,5,Giant_Bicycles
Female,32.0,Business Systems Development Analyst,Retail,Mass Customer,0.0,1.0,14.0,2747.0,NSW,8.0,49.0,10.0,2,5,2,5,1410.308,619.126,3955.91,71,0,0,2,1,0,2,0,0,3,2,1,2,2,1,4,0,315,Platinum,2,2,OHM_Bicycles
Male,19.0,Registered Nurse,Health,Mass Customer,0.0,0.0,4.0,4701.0,QLD,2.0,24.0,2.0,0,10,3,10,1172.106,451.64000000000004,7204.66,12,3,0,0,2,4,1,1,2,5,2,1,1,8,4,6,0,317,Diamond,5,5,Trek_Bicycles
Female,58.0,Marketing Manager,Manufacturing,Mass Customer,0.0,0.0,18.0,4503.0,QLD,5.0,47.0,9.0,2,5,2,5,1081.1979999999999,679.962,2006.1799999999998,12,2,2,0,0,1,0,0,0,5,0,1,0,4,1,3,1,346,Silver,2,5,Giant_Bicycles
Female,19.0,Research Associate,Financial Services,Mass Customer,0.0,1.0,11.0,4350.0,QLD,6.0,44.0,3.0,2,11,5,11,1342.7472727272727,403.04090909090917,10336.769999999997,1,0,2,4,2,0,3,0,3,8,0,2,1,8,2,9,0,355,Diamond,5,5,OHM_Bicycles
Female,54.0,Senior Developer,Health,Mass Customer,0.0,1.0,7.0,4210.0,QLD,9.0,47.0,6.0,2,6,2,6,832.0183333333334,495.23,2020.7300000000002,35,3,0,1,1,1,0,0,0,6,0,1,0,5,1,5,0,303,Silver,3,3,Giant_Bicycles
Male,97.0,Computer Systems Analyst I,IT,Mass Customer,0.0,1.0,15.0,2223.0,NSW,9.0,34.0,8.0,1,5,3,5,542.2279999999998,186.28799999999998,1779.6999999999996,21,0,1,1,2,0,1,0,0,5,0,1,1,3,0,5,0,358,Silver,2,4,Solex
Female,98.0,Computer Systems Analyst I,Financial Services,Affluent Customer,0.0,1.0,17.0,4122.0,QLD,8.0,49.0,9.0,2,6,2,6,1257.3200000000002,513.14,4465.08,133,2,0,0,1,1,2,0,1,4,1,0,0,6,2,3,1,268,Platinum,3,1,Giant_Bicycles
Female,74.0,Help Desk Operator,Financial Services,Mass Customer,0.0,0.0,6.0,2515.0,NSW,10.0,41.0,2.0,2,3,1,3,1139.6933333333334,739.2766666666666,1201.2499999999998,161,0,1,1,0,0,1,0,2,1,0,0,0,3,0,2,1,345,Bronze,1,1,Norco_Bicycles
Female,10.0,Design Engineer,Health,Mass Customer,0.0,0.0,12.0,4214.0,QLD,8.0,52.0,7.0,3,5,4,5,1221.6419999999998,521.9159999999999,3498.63,16,1,1,0,3,0,0,0,4,0,1,0,0,5,2,3,0,334,Platinum,2,4,Solex
Female,87.0,Senior Developer,Manufacturing,Mass Customer,0.0,0.0,12.0,3437.0,VIC,8.0,29.0,4.0,0,8,2,8,717.4412499999999,422.71624999999995,2357.8,4,2,1,0,2,1,2,0,1,7,0,2,0,6,0,5,3,330,Silver,5,5,Giant_Bicycles
Male,25.0,Account Representative IV,Entertainment,High Net Worth,0.0,1.0,12.0,3338.0,VIC,4.0,36.0,11.0,1,6,4,6,904.2066666666666,301.205,3618.01,34,0,0,1,0,4,1,1,2,3,0,0,4,2,0,6,0,339,Platinum,3,3,Trek_Bicycles
Male,78.0,Recruiting Manager,Manufacturing,High Net Worth,0.0,1.0,7.0,2203.0,NSW,9.0,61.0,6.0,4,6,1,6,1418.8666666666666,536.0666666666667,5296.799999999999,107,1,1,0,1,2,1,1,1,4,0,1,3,2,2,2,2,360,Diamond,3,1,Trek_Bicycles
Male,87.0,Desktop Support Technician,Health,Mass Customer,0.0,1.0,3.0,2088.0,NSW,8.0,22.0,9.0,0,6,4,6,1175.3766666666668,441.26500000000004,4404.67,82,2,0,0,2,0,2,0,3,3,0,0,3,3,1,3,2,326,Platinum,3,2,Giant_Bicycles
Female,23.0,Registered Nurse,Health,High Net Worth,0.0,0.0,14.0,4226.0,QLD,8.0,42.0,8.0,2,2,0,2,681.23,561.555,239.35000000000002,263,2,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,288,Bronze,1,1,Giant_Bicycles
Female,25.0,Sales Associate,Financial Services,Affluent Customer,0.0,1.0,8.0,4213.0,QLD,5.0,55.0,6.0,3,6,5,6,981.5666666666666,450.4466666666667,3186.7200000000003,22,0,1,0,1,1,3,0,0,6,0,1,0,5,1,4,1,352,Gold,3,4,WeareA2B
Female,71.0,Financial Advisor,Financial Services,Affluent Customer,0.0,1.0,3.0,3356.0,VIC,2.0,21.0,5.0,0,6,6,6,1020.9833333333332,666.385,2127.59,56,2,1,0,1,1,1,0,2,4,0,1,1,4,0,5,1,239,Silver,3,3,Giant_Bicycles
Female,20.0,Senior Editor,Manufacturing,Affluent Customer,0.0,0.0,8.0,3223.0,VIC,6.0,37.0,4.0,1,2,2,2,1117.17,888.675,456.9899999999999,24,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,344,Bronze,1,4,Solex
Female,91.0,Business Systems Development Analyst,Manufacturing,High Net Worth,0.0,0.0,3.0,3032.0,VIC,8.0,41.0,1.0,2,5,1,5,742.3900000000001,222.75799999999998,2598.16,82,1,2,1,0,1,0,0,2,3,0,0,1,4,0,5,0,278,Gold,2,2,Norco_Bicycles
Female,67.0,Statistician IV,Argiculture,High Net Worth,0.0,1.0,12.0,3105.0,VIC,10.0,41.0,10.0,2,6,1,6,975.9283333333333,411.12499999999994,3388.8199999999997,37,0,0,1,3,2,0,0,2,4,0,1,2,3,1,5,0,346,Platinum,3,3,Solex
Female,33.0,Business Systems Development Analyst,Health,Mass Customer,0.0,0.0,19.0,3101.0,VIC,12.0,63.0,3.0,4,7,6,7,1225.5014285714285,890.6857142857143,2343.71,10,0,0,2,1,2,2,0,3,2,2,0,3,4,0,4,3,298,Silver,4,5,OHM_Bicycles
Female,56.0,Human Resources Manager,Health,Mass Customer,0.0,0.0,12.0,2763.0,NSW,8.0,41.0,1.0,2,5,5,5,1291.836,426.38800000000003,4327.24,58,0,1,1,1,1,1,0,1,4,0,0,2,3,0,5,0,264,Platinum,2,3,Norco_Bicycles
Male,39.0,Business Systems Development Analyst,Argiculture,Mass Customer,0.0,1.0,17.0,2089.0,NSW,10.0,47.0,7.0,2,8,1,8,1009.98875,662.3187500000001,2781.3599999999997,30,2,1,1,1,2,1,1,3,3,1,0,2,6,1,6,1,362,Gold,5,4,Giant_Bicycles
Male,10.0,GIS Technical Architect,Financial Services,Mass Customer,0.0,0.0,5.0,2759.0,NSW,8.0,44.0,8.0,2,2,1,2,1766.4699999999998,1288.9299999999998,955.0799999999999,134,1,1,0,0,0,0,0,0,2,0,1,0,1,0,1,1,359,Bronze,1,1,Giant_Bicycles
Male,40.0,Programmer IV,Health,High Net Worth,0.0,0.0,2.0,2040.0,NSW,10.0,33.0,5.0,1,3,0,3,653.3466666666667,497.05999999999995,468.8599999999999,93,1,0,0,1,0,1,0,0,3,0,1,1,1,1,2,0,179,Bronze,1,2,Giant_Bicycles
Female,76.0,Recruiter,Property,Affluent Customer,0.0,0.0,13.0,2126.0,NSW,11.0,63.0,8.0,4,9,5,8,1153.1111111111109,576.0488888888889,5193.5599999999995,103,3,1,0,2,0,3,0,1,7,1,1,1,7,2,5,2,341,Diamond,5,1,Giant_Bicycles
Female,91.0,Business Systems Development Analyst,Manufacturing,High Net Worth,0.0,1.0,4.0,2147.0,NSW,9.0,47.0,7.0,2,9,5,9,1265.207777777778,365.06777777777785,8101.26,8,0,1,4,1,2,1,0,1,8,0,1,3,5,1,8,0,321,Diamond,5,5,OHM_Bicycles
Female,74.0,Senior Sales Associate,Health,High Net Worth,0.0,1.0,17.0,2251.0,NSW,9.0,32.0,2.0,1,7,2,7,1063.7342857142855,496.3828571428572,3971.4599999999996,19,1,0,1,2,1,2,0,0,6,1,0,1,6,1,6,0,358,Platinum,4,4,Solex
Male,68.0,Financial Analyst,Financial Services,Mass Customer,0.0,0.0,3.0,2155.0,NSW,10.0,40.0,3.0,2,9,5,9,986.0400000000001,272.6288888888889,6420.7,12,0,1,3,1,1,3,0,0,9,0,1,1,7,1,8,0,342,Diamond,5,5,OHM_Bicycles
Male,50.0,Marketing Manager,Financial Services,Mass Customer,0.0,0.0,9.0,2153.0,NSW,9.0,55.0,6.0,3,7,3,7,1765.7514285714285,576.27,8326.369999999999,59,1,0,2,0,2,2,0,1,4,2,0,1,6,3,4,0,346,Diamond,4,3,OHM_Bicycles
Male,20.0,Assistant Professor,Retail,Mass Customer,0.0,1.0,9.0,2768.0,NSW,10.0,40.0,11.0,2,6,4,6,927.0966666666667,581.765,2071.99,125,1,2,0,0,2,1,0,1,5,0,2,1,3,1,5,0,349,Silver,3,1,Norco_Bicycles
Female,35.0,Computer Systems Analyst IV,Manufacturing,High Net Worth,0.0,0.0,4.0,3127.0,VIC,11.0,39.0,4.0,1,5,1,5,923.9860000000001,590.134,1669.26,166,0,2,0,1,1,1,1,0,4,0,1,1,3,1,3,1,347,Silver,2,1,Norco_Bicycles
Female,47.0,Clinical Specialist,Health,Mass Customer,0.0,1.0,9.0,3087.0,VIC,9.0,43.0,12.0,2,6,3,6,788.0216666666666,619.9033333333333,1008.7100000000002,4,0,2,0,2,0,2,0,1,5,0,0,0,6,2,1,3,267,Bronze,3,5,Norco_Bicycles
Male,69.0,Pharmacist,Health,Mass Customer,0.0,1.0,2.0,3131.0,VIC,10.0,21.0,5.0,0,2,1,2,1416.055,696.745,1438.6200000000001,11,0,0,0,1,0,1,0,0,2,0,1,0,1,0,2,0,71,Bronze,1,5,Solex
Male,12.0,Sales Representative,Retail,Mass Customer,0.0,0.0,4.0,4350.0,QLD,6.0,41.0,7.0,2,6,2,6,1422.2116666666668,688.145,4404.400000000001,25,1,2,0,1,1,1,0,1,5,0,1,0,5,4,2,0,339,Platinum,3,4,Norco_Bicycles
Female,9.0,Information Systems Manager,Manufacturing,Mass Customer,0.0,0.0,3.0,3134.0,VIC,9.0,40.0,10.0,2,11,9,11,1247.371818181818,629.8418181818181,6792.83,23,3,2,1,1,1,3,1,1,7,2,4,1,6,3,5,3,339,Diamond,5,4,Giant_Bicycles
Female,87.0,Legal Assistant,Property,Mass Customer,0.0,0.0,9.0,2830.0,NSW,5.0,40.0,11.0,2,6,4,6,898.6849999999998,381.73166666666674,3101.72,67,2,0,1,2,1,0,0,0,6,0,0,1,5,2,4,0,347,Gold,3,2,Giant_Bicycles
Female,97.0,Database Administrator II,Retail,Mass Customer,0.0,1.0,3.0,2193.0,NSW,8.0,41.0,6.0,2,5,3,5,934.8039999999999,402.254,2662.75,45,1,0,1,1,0,2,0,1,4,0,0,0,5,1,4,0,326,Gold,2,3,WeareA2B
Female,10.0,Librarian,Entertainment,High Net Worth,0.0,0.0,5.0,4055.0,QLD,3.0,46.0,3.0,2,5,2,5,1153.1799999999998,681.58,2358.0,61,1,0,2,1,0,1,0,1,4,0,0,0,5,1,4,0,277,Silver,2,2,OHM_Bicycles
Female,21.0,Director of Sales,Manufacturing,Affluent Customer,0.0,0.0,18.0,3199.0,VIC,9.0,52.0,1.0,3,8,5,8,1097.4025000000001,540.4662500000001,4455.49,15,2,1,0,4,0,1,0,3,5,0,0,0,8,3,4,1,325,Platinum,5,4,Solex
Female,54.0,Accounting Assistant IV,Manufacturing,Mass Customer,0.0,0.0,18.0,2170.0,NSW,9.0,35.0,12.0,1,2,1,2,1064.91,361.91499999999996,1405.99,70,0,0,1,0,1,0,0,1,1,0,0,0,2,1,1,0,306,Bronze,1,2,OHM_Bicycles
Female,2.0,Legal Assistant,Manufacturing,Affluent Customer,0.0,1.0,6.0,2322.0,NSW,4.0,62.0,11.0,4,10,6,10,856.463,564.287,2921.76,8,2,0,4,2,2,0,0,2,8,0,2,0,8,2,7,1,345,Gold,5,5,OHM_Bicycles
Female,64.0,Staff Scientist,Property,Mass Customer,0.0,1.0,19.0,2530.0,NSW,7.0,65.0,4.0,4,5,2,5,1213.8780000000002,199.832,5070.23,8,1,0,1,1,0,2,0,0,3,2,1,0,4,2,3,0,330,Diamond,2,5,WeareA2B
Female,59.0,Software Engineer IV,Health,Mass Customer,0.0,1.0,2.0,2075.0,NSW,11.0,22.0,3.0,0,7,3,7,941.8100000000001,452.07428571428574,3428.15,146,0,3,1,3,0,0,0,1,6,0,2,1,4,1,5,1,353,Platinum,4,1,Norco_Bicycles
Female,47.0,Software Engineer IV,Financial Services,High Net Worth,0.0,1.0,18.0,2340.0,NSW,7.0,46.0,11.0,2,4,1,4,403.12750000000005,287.3725,463.02,89,0,0,1,2,1,0,0,2,2,0,0,0,4,0,4,0,246,Bronze,1,2,Solex
Female,82.0,Project Manager,Retail,Mass Customer,0.0,1.0,7.0,2066.0,NSW,12.0,33.0,3.0,1,6,5,6,1936.8566666666666,360.49500000000006,9458.169999999998,14,0,0,0,0,3,3,0,0,6,0,0,0,6,3,3,0,314,Diamond,3,5,Trek_Bicycles
Female,96.0,Database Administrator III,Financial Services,Affluent Customer,0.0,0.0,11.0,4217.0,QLD,9.0,44.0,9.0,2,6,2,6,1131.8983333333333,576.9033333333333,3329.97,11,1,1,1,1,1,1,1,1,3,1,2,1,3,1,5,0,290,Platinum,3,5,Giant_Bicycles
Female,98.0,VP Quality Control,Property,High Net Worth,0.0,0.0,15.0,4020.0,QLD,5.0,44.0,6.0,2,7,4,7,1169.7557142857145,494.89285714285705,4724.04,50,1,3,1,1,1,0,0,1,6,0,1,1,5,4,2,1,323,Diamond,4,3,Norco_Bicycles
Female,7.0,Librarian,Entertainment,High Net Worth,0.0,0.0,19.0,2096.0,NSW,10.0,67.0,1.0,4,6,2,6,977.8516666666668,529.0683333333333,2692.7,115,1,2,1,1,1,0,0,1,5,0,2,2,2,1,5,0,363,Gold,3,1,Norco_Bicycles
Female,93.0,Programmer II,Manufacturing,Mass Customer,0.0,1.0,12.0,2179.0,NSW,12.0,36.0,2.0,1,5,3,5,1013.716,609.276,2022.2000000000003,43,1,1,0,2,0,1,0,2,3,0,0,0,5,0,4,1,319,Silver,2,3,Solex
Female,32.0,Business Systems Development Analyst,Financial Services,High Net Worth,0.0,0.0,6.0,4127.0,QLD,6.0,34.0,11.0,1,9,5,9,1033.34,595.5922222222223,3939.73,13,2,1,1,1,2,2,1,0,8,0,2,1,6,1,8,0,331,Platinum,5,5,Giant_Bicycles
Male,19.0,Actuary,Financial Services,Mass Customer,0.0,1.0,9.0,3130.0,VIC,10.0,29.0,8.0,0,8,6,8,1192.0437499999998,700.5725,3931.77,101,2,0,1,2,1,2,0,2,6,0,0,1,7,1,6,1,303,Platinum,5,2,Giant_Bicycles
Male,91.0,Business Systems Development Analyst,Telecommunications,Affluent Customer,0.0,1.0,3.0,4570.0,QLD,4.0,22.0,7.0,0,7,5,7,1090.5642857142857,620.5271428571428,3290.2599999999998,111,3,0,1,2,0,1,0,1,6,0,2,0,5,1,6,0,346,Gold,4,1,Giant_Bicycles
Male,7.0,Systems Administrator III,Financial Services,Mass Customer,0.0,0.0,7.0,3215.0,VIC,4.0,66.0,7.0,4,5,1,5,1371.9600000000003,371.056,5004.52,9,1,0,0,1,0,3,0,0,4,1,0,0,5,2,2,1,301,Diamond,2,5,WeareA2B
Female,19.0,Graphic Designer,Property,Affluent Customer,0.0,1.0,4.0,3101.0,VIC,8.0,33.0,8.0,1,8,3,8,858.8025,534.03625,2598.13,31,2,0,1,0,2,3,0,2,6,0,2,2,4,1,5,2,310,Gold,5,4,WeareA2B
Female,95.0,Structural Analysis Engineer,Health,High Net Worth,0.0,1.0,1.0,3931.0,VIC,9.0,20.0,8.0,0,1,1,1,1466.68,363.25,1103.43,223,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,223,Bronze,1,1,WeareA2B
Male,81.0,Senior Financial Analyst,Financial Services,Mass Customer,0.0,1.0,8.0,3165.0,VIC,10.0,29.0,1.0,0,6,2,6,1292.7733333333333,414.14833333333337,5271.75,13,0,1,2,1,1,1,0,1,5,0,0,1,5,1,5,0,308,Diamond,3,5,OHM_Bicycles
Male,13.0,Automation Specialist II,Manufacturing,Mass Customer,0.0,1.0,7.0,2166.0,NSW,9.0,44.0,8.0,2,4,1,4,865.0825,743.0825,487.99999999999994,91,1,2,0,0,1,0,0,1,3,0,1,1,2,0,2,2,266,Bronze,1,2,Norco_Bicycles
Female,60.0,Financial Advisor,Financial Services,Mass Customer,0.0,1.0,19.0,3936.0,VIC,7.0,54.0,10.0,3,3,0,3,660.63,537.9066666666666,368.1700000000001,43,0,0,1,0,1,1,0,0,3,0,1,1,1,0,2,1,269,Bronze,1,3,OHM_Bicycles
Male,65.0,Staff Scientist,Argiculture,Mass Customer,0.0,0.0,1.0,2265.0,NSW,5.0,21.0,5.0,0,11,5,11,849.4163636363636,474.4690909090908,4124.420000000001,6,3,2,0,3,1,2,1,2,8,0,3,2,6,0,10,1,342,Platinum,5,5,Giant_Bicycles
Female,98.0,Senior Developer,Retail,Mass Customer,0.0,0.0,17.0,2203.0,NSW,9.0,46.0,5.0,2,7,4,7,832.5585714285714,370.2271428571429,3236.3199999999997,124,1,1,0,3,0,2,0,0,6,1,1,1,5,2,5,0,341,Gold,4,1,Solex
Male,2.0,Business Systems Development Analyst,Manufacturing,High Net Worth,0.0,1.0,4.0,3034.0,VIC,7.0,41.0,3.0,2,2,0,2,1424.915,1104.45,640.9300000000001,145,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,169,Bronze,1,1,Giant_Bicycles
Female,66.0,Structural Engineer,Property,Mass Customer,0.0,0.0,17.0,4670.0,QLD,1.0,64.0,5.0,4,8,1,8,1282.69875,508.17875,6196.16,35,3,1,1,1,2,0,0,3,5,0,2,1,5,0,8,0,360,Diamond,5,3,Giant_Bicycles
Female,99.0,Sales Associate,Manufacturing,Affluent Customer,0.0,0.0,1.0,2062.0,NSW,12.0,24.0,11.0,0,8,4,8,1002.4750000000001,435.69500000000005,4534.240000000001,2,0,0,1,1,2,4,1,0,7,0,1,2,5,0,7,1,330,Diamond,5,5,WeareA2B
Male,68.0,Research Nurse,Health,Mass Customer,0.0,1.0,7.0,2162.0,NSW,5.0,35.0,8.0,1,7,4,7,933.8457142857143,697.0671428571429,1657.4499999999998,35,1,2,2,0,0,2,0,4,2,1,4,2,1,3,2,2,310,Silver,4,3,Norco_Bicycles
Male,37.0,Nurse Practicioner,Manufacturing,Affluent Customer,0.0,0.0,14.0,4170.0,QLD,8.0,42.0,7.0,2,3,2,3,1307.6333333333332,978.4699999999999,987.4899999999999,51,1,0,0,1,1,0,0,0,3,0,0,0,3,1,1,1,243,Bronze,1,3,Giant_Bicycles
Female,70.0,Business Systems Development Analyst,Financial Services,Affluent Customer,0.0,0.0,17.0,3033.0,VIC,7.0,44.0,8.0,2,5,2,5,1013.6479999999999,430.12999999999994,2917.59,85,0,1,2,2,0,0,0,2,2,1,1,2,2,0,5,0,302,Gold,2,2,OHM_Bicycles
Male,69.0,Project Manager,Health,High Net Worth,0.0,0.0,9.0,2170.0,NSW,9.0,54.0,12.0,3,9,2,9,1195.358888888889,615.3011111111113,5220.52,78,2,0,2,2,2,1,0,0,7,2,3,1,5,2,7,0,338,Diamond,5,2,Giant_Bicycles
Female,63.0,Senior Quality Engineer,Argiculture,Mass Customer,0.0,0.0,5.0,2749.0,NSW,8.0,30.0,10.0,1,5,3,5,1089.0880000000002,605.894,2415.9700000000003,66,0,1,1,0,2,1,0,0,5,0,2,0,3,0,4,1,266,Silver,2,2,Trek_Bicycles
Male,34.0,Administrative Officer,Financial Services,Mass Customer,0.0,0.0,22.0,2144.0,NSW,10.0,44.0,2.0,2,3,1,3,1767.7,628.44,3417.7799999999997,31,0,0,1,0,1,1,0,0,2,1,0,0,3,1,1,1,201,Platinum,1,4,OHM_Bicycles
Female,53.0,Business Systems Development Analyst,Financial Services,Mass Customer,0.0,1.0,11.0,3805.0,VIC,8.0,54.0,5.0,3,3,2,3,952.5166666666668,341.17333333333335,1834.0300000000002,55,1,0,0,1,0,1,0,0,2,1,1,0,2,0,3,0,316,Silver,1,3,Giant_Bicycles
Female,97.0,Help Desk Operator,Entertainment,Affluent Customer,0.0,1.0,17.0,2047.0,NSW,9.0,45.0,4.0,2,6,3,6,658.0716666666667,304.195,2123.26,113,1,1,2,1,1,0,0,1,5,0,1,1,4,1,5,0,329,Silver,3,1,OHM_Bicycles
Male,83.0,Programmer Analyst II,Health,Affluent Customer,0.0,0.0,3.0,2100.0,NSW,10.0,23.0,11.0,0,5,3,4,571.0440000000001,397.132,869.56,76,0,1,1,2,0,1,0,2,3,0,2,1,2,0,5,0,334,Bronze,2,2,Solex
Male,80.0,Business Systems Development Analyst,Argiculture,Mass Customer,0.0,0.0,16.0,2642.0,NSW,2.0,51.0,3.0,3,4,3,4,783.2175,454.4525,1315.06,56,1,0,1,0,1,1,0,1,3,0,0,1,3,0,3,1,340,Bronze,1,3,Giant_Bicycles
Male,38.0,Safety Technician I,Property,Mass Customer,0.0,0.0,13.0,3228.0,VIC,8.0,42.0,6.0,2,7,3,7,1165.3714285714286,447.4700000000001,5025.310000000001,101,2,0,1,1,1,2,0,1,5,1,2,3,2,0,6,1,325,Diamond,4,2,Giant_Bicycles
Male,35.0,Associate Professor,Manufacturing,Mass Customer,0.0,1.0,9.0,2145.0,NSW,10.0,66.0,2.0,4,2,1,2,1364.1799999999998,930.89,866.5799999999999,146,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,317,Bronze,1,1,Norco_Bicycles
Female,70.0,Legal Assistant,Health,High Net Worth,0.0,1.0,16.0,2287.0,NSW,5.0,43.0,6.0,2,8,3,8,977.3425,296.66,5445.46,45,1,0,2,3,1,1,0,1,7,0,0,1,7,0,8,0,355,Diamond,5,3,Solex
Male,28.0,Data Coordiator,Retail,High Net Worth,0.0,1.0,9.0,3444.0,VIC,7.0,44.0,11.0,2,6,1,6,1095.2233333333334,507.19166666666666,3528.1899999999996,30,1,0,1,2,1,1,0,1,4,1,0,0,6,1,5,0,359,Platinum,3,4,Solex
Female,98.0,Systems Administrator III,Telecommunications,High Net Worth,0.0,1.0,16.0,2076.0,NSW,11.0,54.0,1.0,3,6,2,6,1093.4483333333335,318.9266666666667,4647.130000000001,29,1,1,0,1,0,3,0,0,5,1,0,1,5,1,5,0,345,Diamond,3,4,WeareA2B
Female,86.0,Paralegal,Financial Services,Affluent Customer,0.0,1.0,5.0,4124.0,QLD,7.0,39.0,9.0,1,5,3,5,758.2199999999999,234.61999999999998,2618.0,45,1,0,1,0,1,2,0,0,5,0,0,2,3,0,5,0,330,Gold,2,3,WeareA2B
Female,20.0,Business Systems Development Analyst,Retail,Affluent Customer,0.0,0.0,11.0,3191.0,VIC,12.0,52.0,1.0,3,6,1,6,681.3483333333332,548.825,795.1399999999999,12,1,1,2,1,1,0,0,3,1,2,0,2,4,0,6,0,353,Bronze,3,5,OHM_Bicycles
Male,26.0,Engineer III,Manufacturing,Affluent Customer,0.0,1.0,16.0,4305.0,QLD,3.0,44.0,7.0,2,6,4,5,1308.0933333333335,471.3433333333333,5020.5,49,0,0,0,2,1,3,0,0,4,2,2,0,4,3,3,0,286,Diamond,3,3,WeareA2B
Female,86.0,Financial Analyst,Financial Services,Mass Customer,0.0,0.0,5.0,3195.0,VIC,11.0,58.0,5.0,3,5,4,5,853.202,315.418,2688.92,134,1,0,2,1,1,0,0,2,3,0,1,1,3,2,3,0,320,Gold,2,1,OHM_Bicycles
Female,56.0,Assistant Professor,Retail,Mass Customer,0.0,0.0,15.0,2579.0,NSW,5.0,34.0,12.0,1,7,1,7,1068.3828571428571,547.9499999999999,3643.0299999999997,29,0,2,0,3,2,0,0,2,5,0,1,1,5,1,4,2,300,Platinum,4,4,Solex
Male,9.0,Desktop Support Technician,Retail,Affluent Customer,0.0,0.0,22.0,2835.0,NSW,1.0,43.0,6.0,2,6,3,6,1358.0366666666666,530.4649999999999,4965.429999999999,56,0,1,2,0,2,1,0,2,4,0,0,3,3,2,3,1,335,Diamond,3,3,OHM_Bicycles
Female,40.0,Graphic Designer,Manufacturing,Mass Customer,0.0,1.0,17.0,3337.0,VIC,3.0,45.0,10.0,2,5,2,5,845.6879999999999,374.036,2358.2599999999998,56,1,1,0,2,1,0,0,1,4,0,2,0,3,1,4,0,277,Silver,2,3,Solex
Male,92.0,Geologist I,Financial Services,Affluent Customer,0.0,1.0,4.0,2536.0,NSW,4.0,25.0,12.0,0,8,3,8,1137.7975,528.4787500000001,4874.55,18,1,1,2,4,0,0,0,2,6,0,0,1,7,1,6,1,339,Diamond,5,4,Solex
Female,19.0,Business Systems Development Analyst,Manufacturing,High Net Worth,0.0,1.0,14.0,2770.0,NSW,8.0,49.0,9.0,2,6,4,6,1244.8133333333333,688.4233333333333,3338.3399999999997,14,3,0,1,0,1,1,1,2,3,0,0,2,4,1,4,1,350,Platinum,3,5,Giant_Bicycles
Female,58.0,Financial Analyst,Financial Services,High Net Worth,0.0,0.0,12.0,2646.0,NSW,1.0,33.0,6.0,1,5,2,5,1064.5900000000001,375.588,3445.0099999999998,106,1,0,0,0,3,1,1,1,3,0,0,2,3,1,4,0,337,Platinum,2,1,Trek_Bicycles
Female,82.0,Structural Analysis Engineer,Manufacturing,High Net Worth,0.0,1.0,15.0,2756.0,NSW,8.0,42.0,1.0,2,9,3,9,870.87,415.75222222222214,4096.06,9,2,1,2,2,0,2,0,1,8,0,1,1,7,2,6,1,348,Platinum,5,5,Giant_Bicycles
Male,79.0,Senior Financial Analyst,Financial Services,Affluent Customer,0.0,0.0,11.0,3133.0,VIC,10.0,29.0,8.0,0,5,2,5,1050.594,434.13800000000003,3082.2799999999997,17,1,0,3,0,1,0,0,1,4,0,0,0,5,1,4,0,311,Gold,2,4,OHM_Bicycles
